,user_id,group,is_viewed,products_viewed_cnt,price_sum,is_cart_added,is_purchased,cart_added_cnt,purchased_cnt
0,1515915625353230683,A,1,1,339.79,0.0,0.0,0,0
1,1515915625353234047,A,1,9,861.8599999999999,0.0,0.0,0,0
2,1515915625353236157,A,1,4,179.6,0.0,0.0,0,0
3,1515915625353294441,B,1,28,4283.04,0.0,0.0,0,0
4,1515915625353386199,B,1,1,20.98,0.0,0.0,0,0
5,1515915625353400724,A,1,2,103.33,0.0,0.0,0,0
6,1515915625353411684,B,1,1,20.27,0.0,0.0,0,0
7,1515915625353416040,A,1,13,1861.2099999999998,0.0,0.0,0,0
8,1515915625353439133,A,1,3,50.94,0.0,0.0,0,0
9,1515915625353482553,A,1,52,8748.48,0.0,0.0,0,0
10,1515915625353487799,B,1,27,804.0600000000001,0.0,0.0,0,0
11,1515915625353662330,B,1,10,1045.1000000000001,0.0,0.0,0,0
12,1515915625353685636,B,1,1,24.92,0.0,0.0,0,0
13,1515915625353706476,A,1,12,522.75,0.0,0.0,2,0
14,1515915625353945004,A,1,2,83.38,0.0,0.0,0,0
15,1515915625353955908,A,1,1,18.52,0.0,0.0,0,0
16,1515915625354036649,B,1,1,156.65,0.0,0.0,0,0
17,1515915625354091399,A,1,1,134.44,0.0,0.0,0,0
18,1515915625354092826,A,1,1,140.86,0.0,0.0,0,0
19,1515915625354145851,A,1,9,700.44,0.0,0.0,0,0
20,1515915625354163236,A,1,1,11.05,0.0,0.0,0,0
21,1515915625354610004,B,1,1,950.11,0.0,0.0,0,0
22,1515915625354626989,A,1,2,275.86,0.0,0.0,0,0
23,1515915625354822642,B,1,2,293.84,0.0,0.0,0,0
24,1515915625354881485,A,1,1,11.43,0.0,0.0,0,0
25,1515915625354945658,A,1,1,559.54,0.0,0.0,0,0
26,1515915625355016568,B,1,1,23.0,0.0,0.0,0,0
27,1515915625355027725,A,1,1,35.78,0.0,0.0,0,0
28,1515915625355352928,B,1,1,30.63,0.0,0.0,0,0
29,1515915625355380579,A,1,5,530.72,0.0,0.0,0,0
30,1515915625355398801,B,1,28,1414.53,0.0,0.0,1,1
31,1515915625355482870,A,1,1,22.37,0.0,0.0,0,0
32,1515915625355611972,A,1,17,4081.8700000000003,0.0,0.0,0,0
33,1515915625355805313,A,1,4,1336.4,0.0,0.0,1,0
34,1515915625355842025,A,1,2,30.16,0.0,0.0,0,0
35,1515915625355978854,B,1,2,395.07,0.0,0.0,0,0
36,1515915625356129712,A,1,4,144.42,0.0,0.0,1,0
37,1515915625356207586,A,1,3,1141.29,0.0,0.0,0,0
38,1515915625356581049,B,1,2,170.48,0.0,0.0,0,0
39,1515915625356687705,A,1,2,48.58,0.0,0.0,0,0
40,1515915625356708800,A,1,1,721.44,0.0,0.0,0,0
41,1515915625356764208,A,1,2,159.5,0.0,0.0,0,0
42,1515915625356775302,B,1,3,94.28999999999999,0.0,0.0,0,0
